DateTime,P_gridMET,ET_Ref_ ETo,NDVI,ET_SSEBop,ET_geeSEBAL,ET_DisALEXI,ET_SIMS,ET_PT_JPL
5/2/2021 0:00:00,0.00,4.87,0.57,3.88,1.30,1.84,3.09,2.89
5/3/2021 0:00:00,0.00,6.72,0.57,5.31,1.54,2.43,4.21,3.85
5/4/2021 0:00:00,0.00,6.19,0.56,4.84,1.17,2.14,3.83,3.42
5/5/2021 0:00:00,0.00,5.57,0.56,4.31,0.84,1.83,3.40,2.96
5/6/2021 0:00:00,0.00,4.51,0.56,3.45,0.51,1.41,2.72,2.30
5/7/2021 0:00:00,0.00,4.69,0.55,3.54,0.34,1.38,2.78,2.30
5/8/2021 0:00:00,0.00,6.99,0.55,5.22,0.24,1.95,4.09,3.28
5/9/2021 0:00:00,0.00,6.28,0.48,3.87,1.84,2.84,3.17,3.13
5/10/2021 0:00:00,0.00,6.19,0.48,3.80,2.11,2.91,3.00,3.49
5/11/2021 0:00:00,0.00,6.02,0.48,3.68,2.34,2.94,2.79,3.78
5/12/2021 0:00:00,0.00,6.10,0.48,3.72,2.67,3.10,2.70,4.23
5/13/2021 0:00:00,0.00,5.57,0.48,3.39,2.70,2.94,2.35,4.22
5/14/2021 0:00:00,0.00,4.87,0.48,2.95,2.59,2.66,1.95,4.00
5/15/2021 0:00:00,0.00,3.45,0.48,2.08,2.00,1.95,1.31,3.06
5/16/2021 0:00:00,0.00,4.07,0.48,2.45,2.56,2.38,1.46,3.87
5/17/2021 0:00:00,0.00,4.25,0.48,2.55,2.54,2.32,1.50,3.82
5/18/2021 0:00:00,0.00,5.04,0.48,3.03,2.85,2.56,1.76,4.27
5/19/2021 0:00:00,0.00,3.89,0.48,2.34,2.08,1.82,1.34,3.09
5/20/2021 0:00:00,0.00,4.25,0.48,2.55,2.13,1.83,1.44,3.15
5/21/2021 0:00:00,0.00,4.42,0.48,2.65,2.08,1.73,1.48,3.05
5/22/2021 0:00:00,0.00,4.51,0.48,2.71,1.98,1.59,1.49,2.88
5/23/2021 0:00:00,0.00,4.25,0.47,2.55,1.73,1.34,1.38,2.49
5/24/2021 0:00:00,0.00,5.49,0.47,3.29,2.06,1.52,1.76,2.93
5/25/2021 0:00:00,0.00,4.51,0.47,2.61,3.02,2.39,1.32,3.13
5/26/2021 0:00:00,0.00,5.75,0.46,3.25,3.42,2.87,1.59,3.74
5/27/2021 0:00:00,0.00,5.04,0.45,2.79,2.62,2.35,1.32,3.07
5/28/2021 0:00:00,0.00,4.78,0.45,2.58,2.12,2.08,1.17,2.70
5/29/2021 0:00:00,0.00,4.42,0.44,2.33,1.64,1.78,1.01,2.31
5/30/2021 0:00:00,0.00,6.28,0.43,3.23,1.85,2.33,1.34,3.02
5/31/2021 0:00:00,0.00,7.34,0.42,3.68,1.61,2.49,1.45,3.22
6/1/2021 0:00:00,0.00,7.05,0.42,3.45,1.02,2.17,1.28,2.79
6/2/2021 0:00:00,0.00,6.51,0.42,3.23,1.13,2.12,1.22,2.83
6/3/2021 0:00:00,0.00,6.51,0.43,3.28,1.31,2.25,1.26,3.09
6/4/2021 0:00:00,0.00,6.51,0.43,3.33,1.49,2.37,1.29,3.34
6/5/2021 0:00:00,0.00,6.51,0.43,3.37,1.67,2.49,1.33,3.59
6/6/2021 0:00:00,0.00,5.80,0.44,3.05,1.65,2.33,1.21,3.43
6/7/2021 0:00:00,0.00,4.64,0.44,2.47,1.45,1.95,1.00,2.92
6/8/2021 0:00:00,0.00,4.19,0.45,2.26,1.43,1.84,0.92,2.80
6/9/2021 0:00:00,0.00,4.10,0.45,2.25,1.51,1.88,0.93,2.90
6/10/2021 0:00:00,0.00,4.64,0.44,2.41,3.38,2.43,0.75,2.83
6/11/2021 0:00:00,0.00,5.08,0.44,2.63,3.23,2.43,0.82,2.87
6/12/2021 0:00:00,0.00,5.44,0.43,2.81,2.95,2.36,0.88,2.82
6/13/2021 0:00:00,0.00,5.08,0.42,2.61,2.28,1.97,0.82,2.40
6/14/2021 0:00:00,0.00,4.64,0.41,2.38,1.65,1.59,0.75,1.97
6/15/2021 0:00:00,0.00,6.87,0.40,3.51,1.81,2.05,1.12,2.61
6/16/2021 0:00:00,0.00,7.67,0.40,3.91,1.31,1.94,1.25,2.56
6/17/2021 0:00:00,0.00,9.10,0.39,4.62,0.71,1.89,1.49,2.61
6/18/2021 0:00:00,0.00,8.12,0.39,4.13,0.73,1.79,1.38,2.60
6/19/2021 0:00:00,0.00,8.12,0.40,4.14,0.83,1.89,1.43,2.87
6/20/2021 0:00:00,0.00,7.49,0.41,3.83,0.86,1.84,1.37,2.90
6/21/2021 0:00:00,0.00,6.15,0.41,3.16,0.79,1.59,1.16,2.58
6/22/2021 0:00:00,0.00,5.08,0.42,2.61,0.71,1.38,0.99,2.30
6/23/2021 0:00:00,0.00,4.91,0.42,2.53,0.75,1.39,0.99,2.39
6/24/2021 0:00:00,0.00,5.00,0.43,2.58,0.82,1.48,1.04,2.59
6/25/2021 0:00:00,0.00,5.80,0.44,3.00,1.03,1.79,1.25,3.20
6/26/2021 0:00:00,0.00,6.87,0.37,3.01,2.13,1.17,0.91,2.37
6/27/2021 0:00:00,0.00,6.69,0.37,2.93,1.79,1.23,0.90,2.39
6/28/2021 0:00:00,0.00,6.51,0.37,2.86,1.46,1.28,0.88,2.40
6/29/2021 0:00:00,0.00,6.87,0.37,3.01,1.25,1.44,0.94,2.61
6/30/2021 0:00:00,0.00,5.35,0.37,2.35,0.74,1.19,0.74,2.10
7/1/2021 0:00:00,0.00,5.43,0.37,2.38,0.52,1.28,0.76,2.19
7/2/2021 0:00:00,0.00,5.94,0.38,2.61,0.31,1.48,0.84,2.47
7/3/2021 0:00:00,0.00,5.69,0.38,2.49,0.05,1.49,0.81,2.43
7/4/2021 0:00:00,0.00,5.69,0.38,2.54,0.06,1.48,0.85,2.39
7/5/2021 0:00:00,0.00,6.03,0.39,2.74,0.07,1.56,0.94,2.48
7/6/2021 0:00:00,0.00,5.86,0.39,2.71,0.08,1.51,0.94,2.37
7/7/2021 0:00:00,0.00,5.94,0.39,2.80,0.09,1.52,0.99,2.36
7/8/2021 0:00:00,0.00,7.67,0.40,3.68,0.12,1.94,1.33,2.98
7/9/2021 0:00:00,0.00,8.44,0.40,4.12,0.15,2.12,1.51,3.22
7/10/2021 0:00:00,0.00,8.87,0.41,4.40,0.17,2.21,1.64,3.31
7/11/2021 0:00:00,0.00,7.75,0.41,3.91,0.16,1.92,1.48,2.83
7/12/2021 0:00:00,0.00,6.81,0.40,3.32,0.43,2.22,0.86,2.56
7/13/2021 0:00:00,0.00,5.69,0.38,2.66,0.61,2.03,0.69,2.04
7/14/2021 0:00:00,0.00,5.86,0.37,2.63,0.89,2.28,0.69,2.00
7/15/2021 0:00:00,0.00,5.60,0.36,2.41,1.11,2.35,0.64,1.82
7/16/2021 0:00:00,0.00,6.03,0.35,2.48,1.46,2.72,0.66,1.86
7/17/2021 0:00:00,0.00,6.81,0.33,2.66,1.95,3.29,0.72,1.98
7/18/2021 0:00:00,0.00,7.15,0.32,2.66,2.38,3.68,0.73,1.96
7/19/2021 0:00:00,0.00,6.98,0.31,2.46,2.63,3.81,0.68,1.79
7/20/2021 0:00:00,0.00,6.72,0.32,2.46,3.08,3.44,0.72,1.89
7/21/2021 0:00:00,0.00,6.72,0.33,2.55,3.64,3.21,0.78,2.06
7/22/2021 0:00:00,0.00,6.72,0.35,2.64,4.19,2.97,0.84,2.23
7/23/2021 0:00:00,0.00,7.15,0.36,2.91,5.04,2.92,0.96,2.55
7/24/2021 0:00:00,0.00,7.06,0.37,2.97,5.56,2.64,1.01,2.69
7/25/2021 0:00:00,0.00,7.15,0.38,3.10,6.21,2.43,1.09,2.90
7/26/2021 0:00:00,0.00,6.55,0.40,2.93,6.23,2.00,1.05,2.82
7/27/2021 0:00:00,0.00,5.51,0.41,2.54,5.70,1.50,0.94,2.51
7/28/2021 0:00:00,0.00,6.29,0.33,2.36,0.32,1.15,0.68,1.69
7/29/2021 0:00:00,0.00,7.41,0.34,2.90,0.42,1.48,0.81,2.10
7/30/2021 0:00:00,0.00,7.06,0.35,2.87,0.43,1.53,0.78,2.11
7/31/2021 0:00:00,0.00,6.46,0.36,2.73,0.43,1.51,0.73,2.02
8/1/2021 0:00:00,0.00,5.28,0.36,2.31,0.38,1.32,0.60,1.73
8/2/2021 0:00:00,0.00,5.36,0.37,2.44,0.41,1.43,0.62,1.84
8/3/2021 0:00:00,0.00,6.79,0.38,3.19,0.55,1.92,0.80,2.43
8/4/2021 0:00:00,0.00,6.03,0.39,2.93,0.52,1.81,0.72,2.24
8/5/2021 0:00:00,0.00,5.03,0.39,2.44,0.38,1.47,0.64,1.85
8/6/2021 0:00:00,0.00,6.45,0.39,3.12,0.43,1.84,0.88,2.34
8/7/2021 0:00:00,0.00,6.20,0.39,2.99,0.35,1.72,0.90,2.23
8/8/2021 0:00:00,0.00,6.12,0.39,2.94,0.28,1.65,0.94,2.17
8/9/2021 0:00:00,0.00,5.95,0.39,2.85,0.21,1.56,0.97,2.08
8/10/2021 0:00:00,0.00,6.28,0.39,3.00,0.16,1.59,1.08,2.17
8/11/2021 0:00:00,0.00,6.28,0.39,3.00,0.10,1.55,1.13,2.15
8/12/2021 0:00:00,0.00,6.70,0.39,3.19,0.04,1.60,1.27,2.26
8/13/2021 0:00:00,0.00,6.37,0.34,2.69,0.02,2.04,0.67,1.83
8/14/2021 0:00:00,0.00,6.70,0.34,2.83,0.08,2.07,0.73,1.95
8/15/2021 0:00:00,0.00,7.04,0.35,2.97,0.14,2.09,0.80,2.06
8/16/2021 0:00:00,0.00,6.70,0.35,2.83,0.20,1.92,0.80,1.97
8/17/2021 0:00:00,0.00,5.28,0.35,2.23,0.20,1.45,0.65,1.57
8/18/2021 0:00:00,0.00,4.86,0.35,2.05,0.23,1.28,0.62,1.45
8/19/2021 0:00:00,0.00,5.11,0.36,2.16,0.28,1.29,0.68,1.54
8/20/2021 0:00:00,0.00,4.69,0.36,1.98,0.30,1.13,0.64,1.42
8/21/2021 0:00:00,0.00,4.10,0.36,1.73,0.30,0.94,0.58,1.25
8/22/2021 0:00:00,0.00,4.44,0.36,1.87,0.36,0.97,0.65,1.36
8/23/2021 0:00:00,0.00,4.69,0.37,1.98,0.43,0.97,0.71,1.45
8/24/2021 0:00:00,0.00,4.69,0.37,1.98,0.47,0.92,0.73,1.46
8/25/2021 0:00:00,0.00,4.61,0.37,1.94,0.50,0.85,0.74,1.44
8/26/2021 0:00:00,0.00,5.95,0.37,2.50,0.70,1.03,0.98,1.88
8/27/2021 0:00:00,0.00,6.87,0.38,2.89,0.86,1.11,1.16,2.18
8/28/2021 0:00:00,0.00,6.53,0.38,2.75,0.88,0.98,1.13,2.09
8/29/2021 0:00:00,0.00,6.53,0.37,2.82,0.12,0.84,0.85,1.78
8/30/2021 0:00:00,0.00,6.45,0.37,2.75,0.35,0.83,0.84,1.74
8/31/2021 0:00:00,0.00,5.95,0.36,2.49,0.52,0.77,0.78,1.59
9/1/2021 0:00:00,0.00,4.29,0.36,1.77,0.53,0.55,0.56,1.14
9/2/2021 0:00:00,0.00,4.04,0.36,1.64,0.64,0.52,0.53,1.06
9/3/2021 0:00:00,0.00,5.13,0.36,2.05,0.99,0.66,0.68,1.34
9/4/2021 0:00:00,0.00,5.13,0.36,2.02,1.16,0.66,0.68,1.33
9/5/2021 0:00:00,0.00,6.06,0.36,2.34,1.58,0.78,0.80,1.56
9/6/2021 0:00:00,0.00,6.56,0.36,2.59,1.53,0.86,0.89,1.74
9/7/2021 0:00:00,0.00,7.82,0.37,3.16,1.61,1.05,1.07,2.13
9/8/2021 0:00:00,0.00,6.98,0.37,2.88,1.24,0.95,0.98,1.96
9/9/2021 0:00:00,0.00,6.06,0.38,2.55,0.91,0.84,0.86,1.75
9/10/2021 0:00:00,0.00,4.46,0.38,1.92,0.55,0.63,0.64,1.32
9/11/2021 0:00:00,0.00,4.88,0.39,2.14,0.47,0.71,0.72,1.48
9/12/2021 0:00:00,0.00,5.55,0.39,2.49,0.38,0.82,0.83,1.73
9/13/2021 0:00:00,0.00,5.89,0.40,2.69,0.24,0.89,0.89,1.88
9/14/2021 0:00:00,0.00,5.38,0.36,2.12,0.58,0.90,0.62,1.53
9/15/2021 0:00:00,0.00,5.13,0.36,1.99,0.49,0.85,0.63,1.48
9/16/2021 0:00:00,0.00,4.04,0.36,1.55,0.33,0.66,0.52,1.18
9/17/2021 0:00:00,0.00,3.95,0.36,1.50,0.27,0.64,0.54,1.18
9/18/2021 0:00:00,0.00,2.94,0.36,1.10,0.16,0.47,0.42,0.89
9/19/2021 0:00:00,0.00,3.11,0.36,1.15,0.13,0.50,0.47,0.95
9/20/2021 0:00:00,0.00,5.05,0.36,1.85,0.14,0.80,0.79,1.57
9/21/2021 0:00:00,0.00,4.88,0.36,1.76,0.06,0.77,0.80,1.54
9/22/2021 0:00:00,0.00,4.88,0.37,1.84,0.07,0.71,0.82,1.57
9/23/2021 0:00:00,0.00,4.88,0.38,1.92,0.07,0.65,0.84,1.60
9/24/2021 0:00:00,0.00,4.71,0.38,1.93,0.08,0.57,0.83,1.57
9/25/2021 0:00:00,0.00,3.95,0.39,1.69,0.07,0.43,0.71,1.34
9/26/2021 0:00:00,0.00,3.36,0.40,1.49,0.06,0.33,0.62,1.17
9/27/2021 0:00:00,0.00,2.19,0.41,1.00,0.04,0.19,0.41,0.77
9/28/2021 0:00:00,0.00,3.62,0.41,1.72,0.07,0.27,0.70,1.30
9/29/2021 0:00:00,0.00,4.29,0.42,2.11,0.09,0.26,0.84,1.56
9/30/2021 0:00:00,0.00,4.63,0.31,1.40,0.09,0.23,0.51,0.97
10/1/2021 0:00:00,0.00,4.39,0.32,1.38,0.08,0.23,0.51,0.97
10/2/2021 0:00:00,0.00,3.96,0.33,1.29,0.07,0.22,0.48,0.91
10/3/2021 0:00:00,0.00,4.05,0.33,1.36,0.07,0.23,0.51,0.97
10/4/2021 0:00:00,0.00,4.65,0.34,1.62,0.08,0.28,0.61,1.16
10/5/2021 0:00:00,0.00,3.70,0.35,1.33,0.06,0.23,0.50,0.96
10/6/2021 0:00:00,0.00,2.76,0.35,1.02,0.04,0.18,0.39,0.74
10/7/2021 0:00:00,0.00,3.27,0.36,1.25,0.05,0.23,0.47,0.91
10/8/2021 0:00:00,0.00,3.02,0.37,1.18,0.04,0.22,0.45,0.87
10/9/2021 0:00:00,0.00,2.93,0.37,1.18,0.04,0.22,0.45,0.87
10/10/2021 0:00:00,0.00,3.53,0.38,1.47,0.05,0.27,0.56,1.09
10/11/2021 0:00:00,0.00,5.00,0.38,2.13,0.06,0.40,0.82,1.58
10/12/2021 0:00:00,0.00,4.91,0.39,2.15,0.06,0.41,0.83,1.60
10/13/2021 0:00:00,0.00,3.19,0.40,1.43,0.04,0.27,0.56,1.07
10/14/2021 0:00:00,0.00,3.62,0.40,1.66,0.04,0.32,0.65,1.25
10/15/2021 0:00:00,0.00,3.62,0.41,1.70,0.04,0.33,0.67,1.29
10/16/2021 0:00:00,0.00,4.22,0.30,1.19,0.00,0.29,0.43,0.75
10/17/2021 0:00:00,0.40,2.67,0.30,0.75,0.40,0.20,0.28,0.72
10/18/2021 0:00:00,0.30,2.07,0.30,0.58,0.61,0.16,0.23,0.74
10/19/2021 0:00:00,0.00,2.67,0.30,0.75,1.19,0.23,0.30,1.20
10/20/2021 0:00:00,7.00,2.15,0.30,0.61,1.27,0.20,0.25,1.17
10/21/2021 0:00:00,2.00,1.81,0.30,0.51,1.34,0.17,0.22,1.14
10/22/2021 0:00:00,2.40,1.03,0.30,0.29,0.92,0.11,0.13,0.75
10/23/2021 0:00:00,1.60,1.29,0.29,0.37,1.34,0.14,0.16,1.05
10/24/2021 0:00:00,98.00,0.26,0.30,0.08,0.26,0.03,0.04,0.21
10/25/2021 0:00:00,11.30,1.03,0.31,0.32,0.99,0.12,0.17,0.86
10/26/2021 0:00:00,0.00,1.29,0.32,0.42,1.20,0.16,0.24,1.08
10/27/2021 0:00:00,0.00,2.41,0.33,0.82,2.15,0.31,0.50,2.04
10/28/2021 0:00:00,0.00,0.69,0.34,0.24,0.59,0.09,0.16,0.59
10/29/2021 0:00:00,0.00,0.69,0.35,0.25,0.56,0.10,0.17,0.59
10/30/2021 0:00:00,0.00,0.60,0.36,0.23,0.47,0.09,0.16,0.53
10/31/2021 0:00:00,0.00,1.29,0.37,0.51,0.96,0.20,0.37,1.14
11/1/2021 0:00:00,6.40,0.87,0.38,0.36,0.62,0.14,0.27,0.77
11/2/2021 0:00:00,0.00,1.13,0.39,0.48,0.76,0.18,0.37,1.01
11/3/2021 0:00:00,2.80,1.74,0.40,0.76,1.10,0.29,0.60,1.57
11/4/2021 0:00:00,0.00,1.21,0.41,0.55,0.73,0.21,0.45,1.11
11/5/2021 0:00:00,0.00,1.91,0.42,0.89,1.08,0.34,0.74,1.76
11/6/2021 0:00:00,0.00,1.56,0.43,0.75,0.82,0.29,0.64,1.45
11/7/2021 0:00:00,0.00,1.82,0.44,0.90,0.90,0.35,0.78,1.71
11/8/2021 0:00:00,10.90,2.26,0.45,1.15,1.03,0.44,1.01,2.13
11/9/2021 0:00:00,2.60,1.30,0.46,0.68,0.55,0.26,0.61,1.24
11/10/2021 0:00:00,0.00,1.65,0.47,0.89,0.63,0.34,0.81,1.59
11/11/2021 0:00:00,0.00,2.26,0.48,1.24,0.78,0.48,1.15,2.19
11/12/2021 0:00:00,0.00,2.52,0.49,1.42,0.78,0.55,1.33,2.46
11/13/2021 0:00:00,0.00,2.95,0.50,1.71,0.81,0.66,1.62,2.91
11/14/2021 0:00:00,0.00,2.86,0.51,1.70,0.68,0.65,1.63,2.85
11/15/2021 0:00:00,0.00,2.00,0.52,1.21,0.40,0.47,1.18,2.00
11/16/2021 0:00:00,0.00,1.56,0.53,0.97,0.26,0.37,0.95,1.58
11/17/2021 0:00:00,0.00,1.56,0.50,0.90,0.14,0.66,0.91,1.20
11/18/2021 0:00:00,0.00,1.21,0.51,0.72,0.10,0.48,0.72,0.85
11/19/2021 0:00:00,0.00,1.48,0.51,0.90,0.10,0.55,0.89,0.94
11/20/2021 0:00:00,0.00,1.48,0.51,0.92,0.08,0.52,0.90,0.84
11/21/2021 0:00:00,0.00,2.78,0.52,1.79,0.11,0.91,1.72,1.41
11/22/2021 0:00:00,0.00,2.60,0.52,1.72,0.07,0.80,1.63,1.15
11/23/2021 0:00:00,0.00,2.34,0.53,1.59,0.03,0.66,1.49,0.88
11/24/2021 0:00:00,0.00,2.60,0.53,1.81,0.00,0.67,1.68,0.81
11/25/2021 0:00:00,0.00,2.26,0.53,1.53,0.05,0.57,1.45,0.80
11/26/2021 0:00:00,0.00,2.17,0.53,1.43,0.10,0.54,1.39,0.85
11/27/2021 0:00:00,0.00,2.52,0.53,1.62,0.17,0.61,1.61,1.09
11/28/2021 0:00:00,0.00,2.08,0.53,1.30,0.18,0.50,1.33,0.98
11/29/2021 0:00:00,0.00,2.69,0.53,1.64,0.30,0.63,1.72,1.38
11/30/2021 0:00:00,0.00,2.60,0.53,1.54,0.34,0.60,1.66,1.43
12/1/2021 0:00:00,0.00,2.74,0.53,1.57,0.42,0.61,1.75,1.62
12/2/2021 0:00:00,0.00,1.55,0.53,0.87,0.27,0.34,0.99,0.98
12/3/2021 0:00:00,0.00,1.46,0.48,0.84,0.09,0.18,0.83,0.86
12/4/2021 0:00:00,0.00,1.46,0.49,0.83,0.08,0.31,0.85,0.95
12/5/2021 0:00:00,0.00,2.47,0.49,1.41,0.12,0.75,1.45,1.74
12/6/2021 0:00:00,1.10,1.64,0.49,0.94,0.08,0.65,0.98,1.25
12/7/2021 0:00:00,0.00,0.82,0.49,0.47,0.03,0.40,0.50,0.67
12/8/2021 0:00:00,6.40,0.73,0.49,0.42,0.03,0.42,0.45,0.64
12/9/2021 0:00:00,1.70,0.46,0.50,0.26,0.02,0.30,0.29,0.43
12/10/2021 0:00:00,0.00,0.91,0.50,0.52,0.03,0.69,0.58,0.90
12/11/2021 0:00:00,0.00,1.19,0.50,0.68,0.04,0.84,0.76,1.14
12/12/2021 0:00:00,11.70,0.55,0.51,0.32,0.02,0.36,0.35,0.51
12/13/2021 0:00:00,47.80,0.18,0.52,0.11,0.01,0.11,0.12,0.17
12/14/2021 0:00:00,2.00,0.46,0.52,0.27,0.03,0.26,0.30,0.40
12/15/2021 0:00:00,14.20,0.64,0.53,0.38,0.04,0.33,0.42,0.55
12/16/2021 0:00:00,0.70,0.55,0.53,0.33,0.04,0.26,0.36,0.46
12/17/2021 0:00:00,0.00,1.01,0.54,0.61,0.08,0.43,0.67,0.81
12/18/2021 0:00:00,0.00,1.10,0.55,0.67,0.09,0.41,0.73,0.85
12/19/2021 0:00:00,0.00,1.01,0.52,0.61,0.03,0.25,0.62,0.65
12/20/2021 0:00:00,0.00,0.64,0.52,0.39,0.02,0.16,0.40,0.41
12/21/2021 0:00:00,7.80,1.19,0.52,0.73,0.03,0.30,0.74,0.74
12/22/2021 0:00:00,12.70,1.10,0.53,0.68,0.03,0.27,0.69,0.67
12/23/2021 0:00:00,32.70,0.91,0.53,0.57,0.02,0.23,0.58,0.55
12/24/2021 0:00:00,3.60,0.37,0.53,0.23,0.01,0.09,0.23,0.21
12/25/2021 0:00:00,22.80,0.27,0.53,0.17,0.01,0.07,0.18,0.16
12/26/2021 0:00:00,10.90,0.55,0.53,0.35,0.01,0.14,0.36,0.31
12/27/2021 0:00:00,12.70,0.27,0.53,0.18,0.01,0.07,0.18,0.15
12/28/2021 0:00:00,1.80,0.55,0.54,0.35,0.01,0.14,0.36,0.29
12/29/2021 0:00:00,7.30,0.46,0.54,0.30,0.01,0.12,0.30,0.24
12/30/2021 0:00:00,0.00,0.73,0.54,0.47,0.01,0.19,0.49,0.37
12/31/2021 0:00:00,0.00,0.64,0.54,0.42,0.01,0.17,0.43,0.32